,NestID,Length,TotalLength,ItemNumber,RemainingLength
52897,2557,539,1078,01879,2229.0
17317,3874,487,6375,01879,0.0
38466,1513,736,2778,01880,8.0
10578,2258,563,6156,01880,0.0
26561,1221,990,13000,01880,0.0
50486,10196,842,1320,01880,4680.0
50755,5823,1853,5882,01880,118.0
22375,9078,424,8000,01880,0.0
20829,8495,462,8000,01880,0.0
37697,1361,369,2569,01880,1.0
52898,2557,539,1078,01880,2229.0
17318,3874,487,6375,01880,0.0
8450,7519,570,8000,01880,0.0
405,7900,2656,8000,01880,0.0
50481,10195,484,5770,01881,230.0
10473,2201,824,8000,01881,0.0
34510,823,492,492,01881,5508.0
38479,1514,490,2147,01881,73.0
3308,3829,490,13000,01881,0.0
8455,7520,782,8000,01881,0.0
23326,8460,492,7872,01881,128.0
376,7873,468,6000,01881,0.0
24722,5218,3045,6090,01881,1910.0
1191,9510,2814,7921,01881,79.0
33414,1463,490,2804,01882,5.0
37698,1362,155,2292,01882,18.0
50485,10195,478,5770,01882,230.0
389,7877,493,5916,01882,84.0
34116,5450,490,12975,01882,25.0
24719,5210,2271,7998,01882,2.0
8451,7519,555,8000,01882,0.0
1190,9509,2814,7923,01882,77.0
50479,10195,842,5770,01883,230.0
34100,5445,527,13000,01883,0.0
390,7877,493,5916,01883,84.0
24720,5211,1753,7997,01883,3.0
45470,2519,554,1101,01883,4154.0
23797,410,678,4783,01883,0.0
33415,1463,490,2804,01883,5.0
10489,2221,1119,7991,01883,9.0
8434,7514,685,4568,01883,0.0
29425,11277,351,8000,01883,0.0
23327,8460,492,7872,01883,128.0
23779,390,727,8000,01884,0.0
382,7875,556,6000,01884,0.0
39981,7704,494,2041,01884,1260.0
23416,8424,493,5527,01884,0.0
1179,9481,493,5991,01884,9.0
50472,10194,484,5915,01884,85.0
50866,11219,1589,3178,01884,584.0
37844,1558,488,1316,01884,4117.0
12165,3947,493,5916,01884,84.0
29417,11276,197,3174,01884,0.0
35994,1328,492,2259,01884,0.0
45471,2519,547,1101,01884,4154.0
383,7875,556,6000,01885,0.0
39285,11329,493,5999,01885,1.0
50864,11218,1492,4476,01885,505.0
38470,1514,276,2147,01885,73.0
24712,5205,768,4356,01885,0.0
23328,8460,492,7872,01885,128.0
39980,7704,683,2041,01885,1260.0
23770,388,190,8000,01885,0.0
14198,1289,1010,13000,01885,0.0
36916,2386,486,2920,01885,5344.0
1177,9476,269,6000,01885,0.0
380,7874,556,6000,01886,0.0
1178,9476,240,6000,01886,0.0
36914,2386,487,2920,01886,5344.0
39362,11337,492,8000,01886,0.0
14099,2072,1650,12989,01886,11.0
23802,411,356,12998,01886,2.0
38308,1501,491,1964,01886,3142.0
8460,7523,687,8000,01886,0.0
46320,6984,1124,5139,01886,861.0
3160,3802,491,5892,01886,108.0
19786,6077,467,13000,01886,0.0
29771,2598,177,4858,01887,0.0
3161,3802,491,5892,01887,108.0
1149,9536,2914,8000,01887,0.0
10242,1719,494,7948,01887,52.0
19787,6077,467,13000,01887,0.0
36917,2386,486,2920,01887,5344.0
35995,1328,492,2259,01887,0.0
41422,10401,491,8000,01887,0.0
372,7872,533,4094,01887,0.0
20833,8496,469,8000,01887,0.0
22388,9079,435,8000,01887,0.0
8459,7523,845,8000,01887,0.0
14185,1287,1051,13000,01887,0.0
34483,820,493,5509,01887,0.0
34484,820,488,5509,01888,0.0
14189,1287,559,13000,01888,0.0
3256,3799,323,6000,01888,0.0
36915,2386,487,2920,01888,5344.0
23507,8459,492,7872,01888,128.0
22365,9077,440,8000,01888,0.0
8457,7520,597,8000,01888,0.0
19788,6077,467,13000,01888,0.0
29767,2592,492,986,01888,1868.0
44619,1393,498,4252,01888,0.0
10229,1718,494,7957,01888,43.0
41856,564,2662,6604,01889,2624.0
29766,2592,494,986,01889,1868.0
21645,8298,563,4639,01889,0.0
44627,1395,664,4702,01889,3298.0
46319,6984,1171,5139,01889,861.0
8775,9326,394,8000,01889,0.0
31793,2502,347,8243,01889,4046.0
10230,1718,494,7957,01889,43.0
19890,6085,492,12999,01889,1.0
14190,1287,559,13000,01889,0.0
8449,7518,523,8000,01889,0.0
3146,3799,291,6000,01889,0.0
31792,2502,396,8243,01890,4046.0
21607,8302,468,5032,01890,968.0
7132,5611,513,13000,01890,0.0
37663,1378,465,13000,01890,0.0
20834,8496,469,8000,01890,0.0
10231,1718,494,7957,01890,43.0
14186,1287,715,13000,01890,0.0
8444,7517,565,8000,01890,0.0
19873,6083,492,13000,01890,0.0
41853,562,2109,12969,01890,31.0
10617,2201,423,8000,01890,0.0
17683,6947,5397,13000,01890,0.0
3147,3799,291,6000,01890,0.0
37658,1376,351,8881,01891,0.0
8507,7513,470,4795,01891,1205.0
17656,6944,493,6427,01891,1573.0
19789,6077,467,13000,01891,0.0
41847,559,1349,5001,01891,0.0
21606,8300,498,5899,01891,101.0
7246,5605,382,5850,01891,0.0
14153,1284,84,5887,01891,0.0
3253,3798,323,3876,01891,0.0
10232,1718,494,7957,01891,43.0
29641,2583,495,6000,01891,0.0
14069,2067,405,13000,01891,0.0
19891,6085,490,12999,01892,1.0
36572,2446,211,2481,01892,0.0
2929,3799,383,6000,01892,0.0
41854,562,662,12969,01892,31.0
8494,7506,344,6000,01892,0.0
11504,6714,179,2325,01892,1710.0
10233,1718,494,7957,01892,43.0
3104,3783,491,5999,01893,1.0
41855,563,788,7023,01893,5977.0
29583,2584,493,6000,01893,0.0
13891,2034,312,2144,01893,3856.0
33178,11040,491,8000,01893,0.0
19946,6108,490,2149,01893,48.0
36573,2446,182,2481,01893,0.0
10234,1718,494,7957,01893,43.0
8437,7515,591,2262,01893,0.0
48777,9720,4919,5361,01893,82.0
39639,11442,246,4627,01893,0.0
25875,6243,475,8000,01894,0.0
2938,3800,491,5996,01894,4.0
36569,2445,176,3736,01894,0.0
39636,11442,490,4627,01894,0.0
29575,2582,316,5784,01894,0.0
41849,559,787,5001,01894,0.0
8520,7506,350,6000,01894,0.0
37550,1377,491,13000,01894,0.0
28526,1634,1302,1302,01895,3450.0
10821,3166,3218,8000,01895,0.0
11507,6714,179,2325,01895,1710.0
37551,1377,491,13000,01895,0.0
41848,559,788,5001,01895,0.0
29709,2585,493,5907,01895,93.0
8519,7506,358,6000,01895,0.0
2939,3800,491,5996,01895,4.0
36568,2445,222,3736,01895,0.0
19027,732,494,8000,01896,0.0
11506,6714,179,2325,01896,1710.0
38158,11360,491,6729,01896,1271.0
10938,3161,493,8000,01896,0.0
52607,9769,492,492,01896,2004.0
10134,1704,493,5916,01896,84.0
10099,1701,298,6000,01897,0.0
15399,6500,3113,12988,01897,12.0
2940,3800,491,5996,01897,4.0
9033,9386,485,9031,01897,84.0
12166,3947,493,5916,01897,84.0
38159,11360,491,6729,01897,1271.0
29710,2585,493,5907,01897,93.0
10939,3161,493,8000,01897,0.0
19022,727,405,5125,01897,0.0
38145,11358,870,2721,01898,0.0
31715,2514,320,6000,01898,0.0
37552,1377,491,13000,01898,0.0
29711,2585,493,5907,01898,93.0
10235,1718,494,7957,01898,43.0
16999,10043,181,8000,01898,0.0
10814,3163,2584,8000,01898,0.0
41423,10401,491,8000,01898,0.0
36884,2394,487,13000,01899,0.0
9071,9377,4828,4828,01899,3172.0
2928,3798,273,3876,01899,0.0
10833,3178,2158,7971,01899,29.0
29706,2584,493,6000,01899,0.0
38157,11359,468,8000,01899,0.0
41424,10401,491,8000,01899,0.0
11509,6714,179,2325,01899,1710.0
47287,9879,1442,7257,01899,5743.0
19021,727,456,5125,01899,0.0
10050,1698,494,6000,01899,0.0
37553,1377,491,13000,01899,0.0
10828,3170,1166,8000,01900,0.0
38136,11356,468,3927,01900,-4.55e-13
9072,9378,4828,4828,01900,3172.0
10051,1698,494,6000,01900,0.0
19024,729,205,2250,01900,0.0
29261,11122,429,6000,01900,0.0
22577,9088,492,7872,01900,128.0
36807,2382,488,6031,01900,0.0
40964,7486,1354,13000,01900,0.0
16471,8145,339,1615,01900,1233.0
45646,10382,491,7999,01900,1.0
11508,6714,179,2325,01900,1710.0
38135,11356,870,3927,01901,-4.55e-13
40912,7487,1354,12999,01901,1.0
10815,3164,1166,8000,01901,0.0
150,7964,909,2429,01901,0.0
53428,3762,254,254,01901,3876.0
44220,11191,471,5221,01901,1.0
10038,1697,494,4777,01901,0.0
36855,2391,491,13000,01901,0.0
29707,2584,493,6000,01901,0.0
37654,1376,508,8881,01902,0.0
11503,6714,182,2325,01902,1710.0
47241,9878,151,2764,01902,10236.0
22553,9087,492,7872,01902,128.0
49408,6360,396,8849,01902,4151.0
44221,11191,471,5221,01902,1.0
29708,2584,493,6000,01902,0.0
14298,1249,225,2562,01902,0.0
11018,3168,874,8000,01902,0.0
439,7954,1387,13000,01903,0.0
44313,11460,492,8000,01903,0.0
22343,9074,493,5912,01903,88.0
32718,9992,2148,7997,01903,3.0
26916,1220,733,13000,01903,0.0
29577,2583,492,6000,01903,0.0
19466,626,490,8000,01903,0.0
42531,7637,874,5882,01903,118.0
11014,3166,874,8000,01903,0.0
28608,1676,3804,12964,01904,36.0
34434,4419,294,2406,01904,0.0
29578,2583,492,6000,01904,0.0
22347,9074,492,5912,01904,88.0
35611,11386,485,8000,01904,0.0
11036,3159,634,8000,01904,0.0
4447,8693,492,4756,01904,1244.0
26922,1222,990,13000,01905,0.0
8952,9324,828,8000,01905,0.0
20856,7271,400,6000,01905,0.0
29572,2582,491,5784,01905,0.0
42283,4621,658,2873,01905,0.0
49400,6359,396,8287,01905,0.0
22344,9074,493,5912,01905,88.0
28594,1671,335,3230,01905,0.0
35615,11390,645,8000,01905,0.0
36802,2381,241,6032,01906,0.0
43125,8792,828,13000,01906,0.0
42285,4625,659,13000,01906,0.0
35620,11395,1800,7987,01906,13.0
10927,3146,558,1116,01906,3399.0
22345,9074,493,5912,01906,88.0
10226,1717,494,7977,01906,23.0
6871,5547,290,6000,01906,0.0
19654,609,1227,6000,01906,0.0
20858,7275,586,6000,01906,0.0
14295,1248,227,3316,01906,0.0
29573,2582,491,5784,01906,0.0
14292,1248,267,3316,01907,0.0
10224,1716,494,7977,01907,23.0
35617,11391,1800,8000,01907,0.0
8007,5320,172,10186,01907,0.0
29652,2585,492,5907,01907,93.0
42258,4619,659,3796,01907,0.0
42547,7656,911,5668,01907,332.0
22346,9074,493,5912,01907,88.0
10928,3146,558,1116,01907,3399.0
8684,9318,170,3900,01907,0.0
6880,5552,274,5022,01907,978.0
29653,2585,492,5907,01908,93.0
10217,1715,494,7983,01908,17.0
7198,5547,468,6000,01908,0.0
35594,11380,407,5509,01908,0.0
38697,9155,205,6565,01908,0.0
14293,1248,267,3316,01908,0.0
42251,4629,660,7178,01908,5822.0
50482,10195,484,5770,01909,230.0
14297,1249,232,2562,01909,0.0
35599,11381,344,6000,01909,0.0
29654,2585,492,5907,01909,93.0
47239,9878,172,2764,01909,10236.0
42522,7633,874,5998,01909,2.0
6846,8815,759,6000,01909,0.0
22355,9077,492,8000,01909,0.0
42534,7650,1170,5598,01910,0.0
6843,8813,759,5007,01910,0.0
22356,9077,492,8000,01910,0.0
14294,1248,267,3316,01910,0.0
32723,10014,2098,10019,01910,2194.0
21266,8503,2482,7999,01910,1.0
29642,2583,492,6000,01910,0.0
50477,10195,842,5770,01910,230.0
14368,1284,235,5887,01911,0.0
47231,9878,297,2764,01911,10236.0
6844,8813,759,5007,01911,0.0
50483,10195,478,5770,01911,230.0
22357,9077,492,8000,01911,0.0
21633,8310,438,8000,01911,0.0
22414,9084,494,7954,01912,46.0
21634,8310,438,8000,01912,0.0
4816,8717,877,8000,01912,0.0
10218,1715,494,7983,01912,17.0
29640,2582,490,5784,01912,0.0
46845,32,491,3928,01912,4423.0
26615,1208,492,5985,01912,15.0
17133,10031,1293,2146,01912,20.0
34881,824,1400,5676,01912,324.0
42521,7633,879,5998,01912,2.0
50463,10193,478,6000,01912,0.0
26616,1208,492,5985,01913,15.0
17529,3868,475,6000,01913,0.0
22370,9078,584,8000,01913,0.0
34518,826,488,5590,01913,410.0
21632,8308,438,8000,01913,0.0
42270,4628,1207,12986,01913,14.0
50469,10194,842,5915,01913,85.0
46828,29,1488,12968,01913,32.0
10219,1715,494,7983,01913,17.0
10220,1715,494,7983,01914,17.0
50476,10194,484,5915,01914,85.0
34519,826,488,5590,01914,410.0
20220,2286,311,8000,01914,0.0
37436,5870,1001,12999,01914,1.0
3148,3799,291,6000,01914,0.0
32724,10014,2098,10019,01914,2194.0
26613,1206,262,4827,01914,0.0
41883,560,750,4724,01914,0.0
42267,4626,1207,13000,01914,0.0
29643,2583,492,6000,01914,0.0
3149,3799,291,6000,01915,0.0
21643,8311,438,8000,01915,0.0
20203,2286,311,8000,01915,0.0
52341,10090,675,3177,01915,3.0
22244,8089,225,4001,01915,4.0
41850,559,778,5001,01915,0.0
50466,10193,478,6000,01915,0.0
10221,1715,494,7983,01915,17.0
41760,558,2241,5693,01916,0.0
50452,10192,842,2646,01916,0.0
32719,9994,3670,7994,01916,6.0
22322,9069,473,5400,01916,4.0
4812,8716,851,8000,01916,0.0
27639,7602,146,1217,01916,1293.0
20196,2281,380,2396,01916,0.0
10222,1715,494,7983,01916,17.0
36803,2381,223,6032,01916,0.0
45853,7666,421,1478,01917,1692.0
22319,9069,493,5400,01917,4.0
3262,3800,263,5996,01917,4.0
29574,2582,491,5784,01917,0.0
36808,2382,488,6031,01917,0.0
32715,9988,1893,8000,01917,0.0
9972,1689,495,5938,01917,62.0
50458,10193,485,6000,01917,0.0
20213,2300,2852,7991,01917,9.0
10902,3204,770,12998,01918,2.0
20197,2282,576,2370,01918,0.0
10214,1714,494,7990,01918,10.0
36790,2381,490,6032,01918,0.0
45640,10379,1749,8000,01918,0.0
3162,3802,491,5892,01918,108.0
27638,7602,151,1217,01918,1293.0
14376,1286,542,13000,01918,0.0
22323,9069,290,5400,01918,4.0
36801,2381,247,6032,01919,0.0
3163,3802,491,5892,01919,108.0
25213,2967,458,458,01919,3952.0
41434,10416,1749,5999,01919,2001.0
20674,7269,232,4030,01919,0.0
20212,2293,1980,8000,01919,0.0
14370,1284,100,5887,01919,0.0
10177,1708,463,8000,01919,0.0
10188,1710,447,8000,01920,0.0
34705,6847,493,8000,01920,0.0
3263,3800,263,5996,01920,4.0
41430,10408,1749,7980,01920,20.0
25215,2968,291,1073,01920,2868.0
29624,2598,148,4858,01920,0.0
34523,826,289,5590,01920,410.0
20198,2282,538,2370,01920,0.0
8732,9322,191,8000,01920,0.0
3140,3798,291,3876,01921,0.0
25221,2970,291,2539,01921,0.0
6067,8810,2219,4438,01921,1562.0
3477,9690,331,13000,01921,0.0
34706,6847,493,8000,01921,0.0
1645,7020,661,6000,01921,0.0
34579,832,368,8000,01921,0.0
47235,9878,291,2764,01921,10236.0
41429,10407,1749,7996,01921,4.0
53171,2351,235,1534,01921,2398.0
36809,2382,488,6031,01921,0.0
10203,1713,494,7996,01921,4.0
20675,7269,232,4030,01921,0.0
29733,2601,491,6317,01921,1683.0
25216,2968,291,1073,01922,2868.0
26538,1195,359,2749,01922,564.0
6068,8810,2219,4438,01922,1562.0
3150,3801,491,5892,01922,108.0
11273,6741,455,13000,01922,0.0
39647,11444,242,13000,01922,0.0
20225,2294,2290,8000,01922,0.0
20680,7270,210,6000,01922,0.0
10204,1713,494,7996,01922,4.0
27112,1762,437,5565,01923,435.0
27440,7610,5257,12993,01923,7.0
32147,10777,493,2581,01923,3419.0
26527,1193,491,5984,01923,16.0
745,9468,554,4734,01923,1266.0
32712,9984,493,8000,01923,0.0
20226,2305,2852,7980,01923,20.0
3141,3798,291,3876,01923,0.0
11207,6738,443,2128,01923,0.0
23763,387,720,8000,01923,0.0
41776,564,2653,6604,01923,2624.0
20725,7278,992,5792,01923,208.0
44200,11460,492,8000,01924,0.0
20222,2287,380,8000,01924,0.0
19886,6085,2994,12999,01924,1.0
32683,9987,1631,8000,01924,0.0
27113,1762,432,5565,01924,435.0
25179,3013,536,2762,01924,0.0
51681,8182,321,321,01924,5679.0
3151,3801,491,5892,01924,108.0
29734,2601,491,6317,01924,1683.0
26510,1188,486,6000,01924,0.0
12105,9458,313,12954,01924,46.0
20726,7278,992,5792,01924,208.0
47736,11178,1437,13000,01925,0.0
32727,9973,231,5999,01925,1.0
26578,1187,486,2981,01925,0.0
28678,1649,993,8000,01925,0.0
49911,776,1019,6000,01925,0.0
3261,3800,292,5996,01925,4.0
29786,2625,491,13000,01925,0.0
45854,7666,421,1478,01925,1692.0
20678,7270,316,6000,01925,0.0
20223,2289,478,8000,01925,0.0
22018,8098,810,13000,01925,0.0
25198,3020,538,12982,01925,18.0
25214,2968,491,1073,01926,2868.0
12089,9455,311,2896,01926,0.0
29746,2628,491,12920,01926,80.0
32705,9980,492,8000,01926,0.0
28676,1647,993,2623,01926,0.0
27216,1187,491,2981,01926,0.0
21998,8093,489,4673,01926,0.0
20671,7269,294,4030,01926,0.0
32242,10787,493,8000,01926,0.0
3259,3799,292,6000,01926,0.0
20224,2290,576,8000,01926,0.0
12624,9455,311,2896,01927,0.0
22002,8094,482,2885,01927,0.0
29747,2628,491,12920,01927,80.0
28924,1651,5040,7997,01927,3.0
36793,2381,487,6032,01927,0.0
43281,11423,956,8373,01927,4627.0
331,7879,493,5916,01927,84.0
20221,2287,537,8000,01927,0.0
17491,3870,493,6000,01927,0.0
26587,1188,491,6000,01927,0.0
8073,5327,1258,13000,01927,0.0
20679,7270,316,6000,01927,0.0
318,7878,493,5916,01928,84.0
42509,7662,1112,5088,01928,65.0
36805,2382,489,6031,01928,0.0
53172,2351,235,1534,01928,2398.0
22012,8097,491,13000,01928,0.0
20672,7269,294,4030,01928,0.0
17492,3870,493,6000,01928,0.0
34444,4423,504,2366,01928,0.0
26517,1191,491,5887,01928,113.0
43332,11420,236,13000,01928,0.0
45020,10913,469,2324,01928,9.0
25275,2983,491,2241,01928,119.0
34428,4418,394,2453,01929,0.0
20189,2274,324,4168,01929,0.0
2761,4861,856,2204,01929,3796.0
25276,2983,485,2241,01929,119.0
42512,7663,1043,5453,01929,7547.0
29743,2625,491,13000,01929,0.0
20727,7278,992,5792,01929,208.0
32726,9972,296,5277,01929,0.0
36799,2381,482,6032,01929,0.0
319,7878,493,5916,01929,84.0
17493,3870,493,6000,01929,0.0
45021,10913,469,2324,01929,9.0
12622,9454,313,12318,01929,0.0
43260,11420,968,13000,01929,0.0
41763,558,404,5693,01930,0.0
45015,10911,492,5239,01930,729.0
32620,9973,493,5999,01930,1.0
42510,7662,1112,5088,01930,65.0
20719,7277,992,5952,01930,48.0
756,9558,1115,13000,01930,0.0
320,7878,493,5916,01930,84.0
25274,2982,291,4110,01930,0.0
34442,4422,494,2366,01930,0.0
17494,3870,493,6000,01930,0.0
36702,2447,492,2477,01930,0.0
20191,2276,368,6000,01930,0.0
21497,8343,250,13000,01931,0.0
771,9563,1898,13000,01931,0.0
35569,11389,1530,8000,01931,0.0
34284,4420,454,2406,01931,0.0
45016,10911,492,5239,01931,729.0
35050,9811,188,2316,01931,0.0
2759,4860,859,2578,01931,12.0
3010,3814,467,8000,01931,0.0
26556,1220,490,13000,01931,0.0
20195,2281,478,2396,01931,0.0
22013,8097,491,13000,01931,0.0
20720,7277,992,5952,01931,48.0
42513,7663,1043,5453,01931,7547.0
36697,2446,299,2481,01931,0.0
44197,11458,665,4689,01932,0.0
26617,1212,491,491,01932,3202.0
21993,8092,482,8676,01932,0.0
27682,485,202,2278,01932,0.0
45017,10911,492,5239,01932,729.0
34435,4419,294,2406,01932,0.0
25277,2983,485,2241,01932,119.0
20676,7269,232,4030,01932,0.0
20215,2274,324,4168,01932,0.0
36698,2446,299,2481,01932,0.0
20216,2276,368,6000,01933,0.0
26579,1187,486,2981,01933,0.0
34445,4423,504,2366,01933,0.0
25294,3014,417,2530,01933,0.0
2760,4860,859,2578,01933,12.0
45018,10911,492,5239,01933,729.0
35559,11386,485,8000,01933,0.0
27865,489,687,8000,01933,0.0
20681,7270,210,6000,01933,0.0
22014,8097,491,13000,01933,0.0
36745,2371,482,1120,01933,3476.0
36746,2371,482,1120,01934,3476.0
29386,11272,493,5874,01934,126.0
21994,8092,482,8676,01934,0.0
20721,7277,992,5952,01934,48.0
13983,2042,492,3771,01934,0.0
32279,10796,492,7846,01934,154.0
34364,4420,823,2406,01934,0.0
10872,3198,230,2449,01935,0.0
21397,8336,4037,4037,01935,3963.0
20693,7272,356,6000,01935,0.0
1557,7050,2080,2387,01935,37.0
34371,4424,582,2268,01935,0.0
594,7898,2385,8000,01935,0.0
13977,2041,348,3964,01935,4.54747e-13
2762,4861,856,2204,01935,3796.0
26505,1186,486,2087,01935,2931.0
53378,8171,491,1473,01935,6079.0
32631,9976,312,5859,01935,0.0
29367,11271,493,5916,01935,84.0
20677,7270,396,6000,01936,0.0
17565,3866,409,1103,01936,4897.0
22165,8095,512,13000,01936,0.0
13984,2042,492,3771,01936,0.0
32280,10796,492,7846,01936,154.0
6417,4959,1293,2375,01936,0.0
52684,1001,3874,3874,01936,2126.0
29368,11271,493,5916,01936,84.0
34387,4426,502,8000,01936,0.0
46572,47,2377,4729,01936,1271.0
35094,9811,182,2316,01936,0.0
26504,1186,491,2087,01936,2931.0
13972,2041,407,3964,01937,4.54747e-13
17567,3866,329,1103,01937,4897.0
26508,1186,284,2087,01937,2931.0
34441,4422,504,2366,01937,0.0
20722,7277,992,5952,01937,48.0
29369,11271,493,5916,01937,84.0
47236,9878,291,2764,01937,10236.0
6418,4962,1204,8000,01937,0.0
46573,47,2352,4729,01937,1271.0
38707,9158,992,8000,01937,0.0
26507,1186,340,2087,01938,2931.0
38698,9156,992,8000,01938,0.0
17566,3866,365,1103,01938,4897.0
20723,7277,992,5952,01938,48.0
585,7867,2349,4698,01938,1302.0
48546,2341,466,2079,01938,1850.0
37026,10873,437,8000,01938,0.0
1609,7053,672,4700,01938,8300.0
29392,11273,168,168,01938,5832.0
52265,66,536,5998,01938,2.0
34453,4426,502,8000,01938,0.0
37029,10874,475,8000,01939,0.0
38695,9155,544,6565,01939,0.0
28424,3241,1119,8000,01939,0.0
586,7867,2349,4698,01939,1302.0
27630,7580,3343,3343,01939,2657.0
12350,3946,493,5916,01939,84.0
34439,4421,504,2380,01939,0.0
20666,7269,316,4030,01939,0.0
48547,2341,466,2079,01939,1850.0
29391,11272,168,5874,01939,126.0
32812,9980,1257,8000,01939,0.0
26506,1186,486,2087,01939,2931.0
1555,7046,672,4164,01939,0.0
2961,3808,491,3545,01939,0.0
34436,4419,294,2406,01940,0.0
42588,9134,491,2033,01940,7.0
48548,2341,466,2079,01940,1850.0
20673,7269,294,4030,01940,0.0
29370,11271,493,5916,01940,84.0
26540,1197,491,3813,01940,2187.0
3371,3796,306,1661,01940,2860.0
12313,3943,337,3116,01940,0.0
48549,2341,466,2079,01941,1850.0
28423,3233,511,5263,01941,0.0
26541,1197,491,3813,01941,2187.0
27394,7608,5257,13000,01941,0.0
921,9541,2346,7999,01941,1.0
42589,9134,491,2033,01941,7.0
10205,1713,494,7996,01941,4.0
35018,9830,2925,7896,01941,104.0
20487,4461,491,5890,01941,110.0
21383,8310,482,8000,01941,0.0
35844,10827,493,8000,01942,0.0
26539,1196,298,2753,01942,44.0
22092,8043,495,4941,01942,1059.0
2796,4845,232,4521,01942,497.0
30531,4544,556,6000,01942,0.0
42592,9134,294,2033,01942,7.0
10206,1713,494,7996,01942,4.0
12351,3946,493,5916,01942,84.0
10207,1713,494,7996,01943,4.0
46045,10896,460,2032,01943,5968.0
38783,9157,492,8000,01943,0.0
26612,1196,491,2753,01943,44.0
22093,8043,495,4941,01943,1059.0
13944,2039,494,8000,01943,0.0
52685,1002,3874,3874,01944,2126.0
38784,9157,492,8000,01944,0.0
16525,8163,622,13000,01944,0.0
10208,1713,494,7996,01944,4.0
2797,4845,232,4521,01944,497.0
46046,10896,460,2032,01944,5968.0
36562,2443,493,986,01944,11563.0
34366,4421,455,2380,01944,0.0
29371,11271,493,5916,01944,84.0
20728,7278,436,5792,01944,208.0
33012,10338,206,2366,01944,0.0
37140,10867,533,6000,01945,0.0
53376,3934,810,1952,01945,3116.0
20692,7272,376,6000,01945,0.0
29686,2600,492,7994,01945,6.0
29372,11271,493,5916,01945,84.0
31608,5155,1031,13000,01945,0.0
28352,3245,1594,8000,01945,0.0
43549,10313,204,6090,01945,0.0
1095,9538,2821,8000,01945,0.0
10209,1713,494,7996,01945,4.0
20570,4474,727,2873,01945,1.0
53139,9208,704,1465,01945,2658.0
31851,2467,397,2493,01945,2043.0
42514,7663,996,5453,01946,7547.0
23384,8412,493,986,01946,4836.0
10025,1695,495,5196,01946,804.0
29348,11269,158,2989,01946,0.0
36563,2443,493,986,01946,11563.0
51258,5049,236,1172,01946,2037.0
30411,4545,556,5840,01946,160.0
20729,7278,436,5792,01946,208.0
33209,11044,492,8000,01946,0.0
29687,2600,492,7994,01946,6.0
29774,2600,553,7994,01947,6.0
36543,2420,493,3466,01947,10.0
32189,10783,493,5721,01947,2279.0
